"taxon","taxon.id","P25","WS64","WhitmoreFull","WhitmoreSmall","type","cf"
"Gadus",8733,"NA","NA","NA","NA","NA","NA"
"Gadus sp.",8734,"NA","NA","NA","NA","NA","NA"
"Gadus macrocephalus",8735,"NA","NA","NA","NA","NA","NA"
"Gadus ogac",8736,"NA","NA","NA","NA","NA","NA"
"Gadus cf. G. macrocephalus",8737,"NA","NA","NA","NA","NA","NA"
"Gadus cf. G. ogac",8738,"NA","NA","NA","NA","NA","NA"
"Microgadus",8739,"NA","NA","NA","NA","NA","NA"
"Microgadus proximus",8740,"NA","NA","NA","NA","NA","NA"
"Theragra",8741,"NA","NA","NA","NA","NA","NA"
"Theragra chalcogramma",8742,"NA","NA","NA","NA","NA","NA"
"Batrachoidiformes",8743,"NA","NA","NA","NA","NA","NA"
"Batrachoididae",8744,"NA","NA","NA","NA","NA","NA"
"Porichthys",8745,"NA","NA","NA","NA","NA","NA"
"Porichthys sp.",8746,"NA","NA","NA","NA","NA","NA"
"Porichthys notatus",8747,"NA","NA","NA","NA","NA","NA"
"Porichthys cf. P. notatus",8748,"NA","NA","NA","NA","NA","NA"
"Atheriniformes",8749,"NA","NA","NA","NA","NA","NA"
"Atherinopsidae",8750,"NA","NA","NA","NA","NA","NA"
"Atherinops",8751,"NA","NA","NA","NA","NA","NA"
"Atherinops affinis",8752,"NA","NA","NA","NA","NA","NA"
"Atherinopsis",8753,"NA","NA","NA","NA","NA","NA"
"Atherinopsis californiensis",8754,"NA","NA","NA","NA","NA","NA"
"Beloniformes",8755,"NA","NA","NA","NA","NA","NA"
"Scomberesocidae",8756,"NA","NA","NA","NA","NA","NA"
"Cololabis",8757,"NA","NA","NA","NA","NA","NA"
"Cololabis saira",8758,"NA","NA","NA","NA","NA","NA"
"Gasterosteiformes",8759,"NA","NA","NA","NA","NA","NA"
"Gasterosteidae",8760,"NA","NA","NA","NA","NA","NA"
"Gasterosteus",8761,"NA","NA","NA","NA","NA","NA"
"Gasterosteus aculeatus",8762,"NA","NA","NA","NA","NA","NA"
"Pungitius",8763,"NA","NA","NA","NA","NA","NA"
"Pungitius pungitius",8764,"NA","NA","NA","NA","NA","NA"
"Scorpaeniformes",8765,"NA","NA","NA","NA","NA","NA"
"Scorpaenidae",8766,"NA","NA","NA","NA","NA","NA"
"Sebastes",8767,"NA","NA","NA","NA","NA","NA"
"Sebastes sp.",8768,"NA","NA","NA","NA","NA","NA"
"Sebastolobus",8769,"NA","NA","NA","NA","NA","NA"
"Sebastolobus alascanus",8770,"NA","NA","NA","NA","NA","NA"
"Sebastolobus sp.",8771,"NA","NA","NA","NA","NA","NA"
"Sebastolobus altivelis",8772,"NA","NA","NA","NA","NA","NA"
"Sebastolobus macrochir",8773,"NA","NA","NA","NA","NA","NA"
"Sebastolobus cf. S. alascanus",8774,"NA","NA","NA","NA","NA","NA"
"Sebastolobus cf. S. altivelis",8775,"NA","NA","NA","NA","NA","NA"
"Sebastolobus cf. S. macrochir",8776,"NA","NA","NA","NA","NA","NA"
"Anoplopomatidae",8777,"NA","NA","NA","NA","NA","NA"
"Anoplopoma",8778,"NA","NA","NA","NA","NA","NA"
"Anoplopoma fimbria",8779,"NA","NA","NA","NA","NA","NA"
"Erilepis",8780,"NA","NA","ERILEDCH","ERILEDCH","NA","NA"
"Erilepis zonifer",8781,"NA","NA","ERILEDCH","ERILEDCH","NA","NA"
"Hexagrammidae",8782,"NA","NA","NA","NA","NA","NA"
"Hexagrammos",8783,"NA","NA","NA","NA","NA","NA"
"Hexagrammos sp.",8784,"NA","NA","NA","NA","NA","NA"
"Hexagrammos decagrammus",8785,"NA","NA","NA","NA","NA","NA"
"Hexagrammos lagocephalus",8786,"NA","NA","NA","NA","NA","NA"
"Hexagrammos octogrammus",8787,"NA","NA","NA","NA","NA","NA"
"Hexagrammos stelleri",8788,"NA","NA","NA","NA","NA","NA"
"Hexagrammos cf. H. decagrammus",8789,"NA","NA","NA","NA","NA","NA"
"Hexagrammos cf. H. lagocephalus",8790,"NA","NA","NA","NA","NA","NA"
"Hexagrammos cf. H. octogrammus",8791,"NA","NA","NA","NA","NA","NA"
"Hexagrammos cf. H. stelleri",8792,"NA","NA","NA","NA","NA","NA"
"Ophiodon",8793,"NA","NA","NA","NA","NA","NA"
"Ophiodon elongatus",8794,"NA","NA","NA","NA","NA","NA"
"Oxylebius",8795,"NA","NA","NA","NA","NA","NA"
"Oxylebius pictus",8796,"NA","NA","NA","NA","NA","NA"
"Pleurogrammus",8797,"NA","NA","NA","NA","NA","NA"
"Pleurogrammus monopterygius",8798,"NA","NA","NA","NA","NA","NA"
"Cottidae",8799,"NA","NA","NA","NA","NA","NA"
"Cottus",8800,"NA","NA","NA","NA","NA","NA"
"Cottus sp.",8801,"NA","NA","NA","NA","NA","NA"
"Cottus aleuticus",8802,"NA","NA","NA","NA","NA","NA"
"Cottus asper",8803,"NA","NA","NA","NA","NA","NA"
"Cottus cf. C. aleuticus",8804,"NA","NA","NA","NA","NA","NA"
"Cottus cf. C. asper",8805,"NA","NA","NA","NA","NA","NA"
"Enophrys",8806,"NA","NA","NA","NA","NA","NA"
"Enophrys sp.",8807,"NA","NA","NA","NA","NA","NA"
"Enophrys bison",8808,"NA","NA","NA","NA","NA","NA"
"Enophrys diceraus",8809,"NA","NA","NA","NA","NA","NA"
"Enophrys lucasi",8810,"NA","NA","NA","NA","NA","NA"
"Enophrys taurina",8811,"NA","NA","NA","NA","NA","NA"
"Enophrys cf. E. bison",8812,"NA","NA","NA","NA","NA","NA"
"Enophrys cf. E. diceraus",8813,"NA","NA","NA","NA","NA","NA"
"Enophrys cf. E. lucasi",8814,"NA","NA","NA","NA","NA","NA"
"Enophrys cf. E. taurina",8815,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus",8816,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus sp.",8817,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus gilberti",8818,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus hemilepidotus",8819,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus jordani",8820,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus papilio",8821,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus spinosus",8822,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus zapus",8823,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus cf. H. hemilepidotus",8824,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus cf. H. jordani",8825,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus cf. H. papilio",8826,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus cf. H. spinosus",8827,"NA","NA","NA","NA","NA","NA"
"Hemilepidotus cf. H. zapus",8828,"NA","NA","NA","NA","NA","NA"
"Leptocottus",8829,"NA","NA","NA","NA","NA","NA"
"Leptocottus armatus",8830,"NA","NA","NA","NA","NA","NA"
"Megalocottus",8831,"NA","NA","NA","NA","NA","NA"
"Megalocottus platycephalus",8832,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus",8833,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus sp.",8834,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus jaok",8835,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus niger",8836,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus polyacanthocephalus",8837,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus quadricornis",8838,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus scorpioides",8839,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus scorpius",8840,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus stelleri",8841,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus cf. M. jaok",8842,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus cf. M. niger",8843,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus cf. M. polyacanthocephalus",8844,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus cf. M. quadricornis",8845,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus cf. M. scorpioides",8846,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus cf. M. scorpius",8847,"NA","NA","NA","NA","NA","NA"
"Myoxocephalus cf. M. stelleri",8848,"NA","NA","NA","NA","NA","NA"
"Scorpaenichthys",8849,"NA","NA","NA","NA","NA","NA"
"Scorpaenichthys marmoratus",8850,"NA","NA","NA","NA","NA","NA"
"Hemitripteridae",8851,"NA","NA","NA","NA","NA","NA"
"Blepsias",8852,"NA","NA","NA","NA","NA","NA"
"Blepsias sp.",8853,"NA","NA","NA","NA","NA","NA"
"Blepsias bilobus",8854,"NA","NA","NA","NA","NA","NA"
"Blepsias cirrhosus",8855,"NA","NA","NA","NA","NA","NA"
"Blepsias cf. B. bilobus",8856,"NA","NA","NA","NA","NA","NA"
"Blepsias cf. B. cirrhosus",8857,"NA","NA","NA","NA","NA","NA"
"Hemitripterus",8858,"NA","NA","NA","NA","NA","NA"
"Hemitripterus sp.",8859,"NA","NA","NA","NA","NA","NA"
"Hemitripterus bolini",8860,"NA","NA","NA","NA","NA","NA"
"Hemitripterus villosus",8861,"NA","NA","NA","NA","NA","NA"
"Hemitripterus cf. H. bolini",8862,"NA","NA","NA","NA","NA","NA"
"Hemitripterus cf. H. villosus",8863,"NA","NA","NA","NA","NA","NA"
"Coryphaenidae",8864,"NA","NA","NA","NA","NA","NA"
"Coryphaena",8865,"NA","NA","NA","NA","NA","NA"
"Coryphaena hippurus",8866,"NA","NA","NA","NA","NA","NA"
"Carangidae",8867,"NA","NA","NA","NA","NA","NA"
"Trachurus",8868,"NA","NA","NA","NA","NA","NA"
"Trachurus symmetricus",8869,"NA","NA","NA","NA","NA","NA"
"Bramidae",8870,"NA","NA","NA","NA","NA","NA"
"Brama",8871,"NA","NA","NA","NA","NA","NA"
"Brama japonica",8872,"NA","NA","NA","NA","NA","NA"
"Lobotidae",8873,"NA","NA","NA","NA","NA","NA"
"Lobotes",8874,"NA","NA","NA","NA","NA","NA"
"Lobotes pacificus",8875,"NA","NA","NA","NA","NA","NA"
"Sciaenidae",8876,"NA","NA","NA","NA","NA","NA"
"Atractoscion",8877,"NA","NA","NA","NA","NA","NA"
"Atractoscion nobilis",8878,"NA","NA","NA","NA","NA","NA"
"Kyphosidae",8879,"NA","NA","NA","NA","NA","NA"
"Girella",8880,"NA","NA","NA","NA","NA","NA"
"Girella nigricans",8881,"NA","NA","NA","NA","NA","NA"
"Medialuna",8882,"NA","NA","NA","NA","NA","NA"
"Medialuna californiensis",8883,"NA","NA","NA","NA","NA","NA"
"Embiotocidae",8884,"NA","NA","NA","NA","NA","NA"
"Amphistichus",8885,"NA","NA","NA","NA","NA","NA"
"Amphistichus sp.",8886,"NA","NA","NA","NA","NA","NA"
"Amphistichus koelzi",8887,"NA","NA","NA","NA","NA","NA"
"Amphistichus rhodoterus",8888,"NA","NA","NA","NA","NA","NA"
"Amphistichus cf. A. koelzi",8889,"NA","NA","NA","NA","NA","NA"
"Amphistichus cf. A. rhodoterus",8890,"NA","NA","NA","NA","NA","NA"
"Brachyistius",8891,"NA","NA","NA","NA","NA","NA"
"Brachyistius frenatus",8892,"NA","NA","NA","NA","NA","NA"
"Cymatogaster",8893,"NA","NA","NA","NA","NA","NA"
"Cymatogaster aggregata",8894,"NA","NA","NA","NA","NA","NA"
"Embiotoca",8895,"NA","NA","NA","NA","NA","NA"
"Embiotoca jacksoni",8896,"NA","NA","NA","NA","NA","NA"
"Embiotoca lateralis",8897,"NA","NA","NA","NA","NA","NA"
"Embiotoca cf. E. jacksoni",8898,"NA","NA","NA","NA","NA","NA"
"Embiotoca cf. E. lateralis",8899,"NA","NA","NA","NA","NA","NA"
"Hyperprosopon",8900,"NA","NA","NA","NA","NA","NA"
"Hyperprosopon sp.",8901,"NA","NA","NA","NA","NA","NA"
"Hyperprosopon anale",8902,"NA","NA","NA","NA","NA","NA"
"Hyperprosopon argenteum",8903,"NA","NA","NA","NA","NA","NA"
"Hyperprosopon ellipticum",8904,"NA","NA","NA","NA","NA","NA"
"Hyperprosopon cf. H. anale",8905,"NA","NA","NA","NA","NA","NA"
"Hyperprosopon cf. H. argenteum",8906,"NA","NA","NA","NA","NA","NA"
"Hyperprosopon cf. H. ellipticum",8907,"NA","NA","NA","NA","NA","NA"
"Phanerodon",8908,"NA","NA","NA","NA","NA","NA"
"Phanerodon furcatus",8909,"NA","NA","NA","NA","NA","NA"
"Rhacochilus",8910,"NA","NA","NA","NA","NA","NA"
"Rhacochilus vacca",8911,"NA","NA","NA","NA","NA","NA"
"Damalichthys",8912,"NA","NA","NA","NA","NA","NA"
"Damalichthys vacca",8913,"NA","NA","NA","NA","NA","NA"
"Bathymasteridae",8914,"NA","NA","NA","NA","NA","NA"
"Bathymaster",8915,"NA","NA","NA","NA","NA","NA"
"Bathymaster sp.",8916,"NA","NA","NA","NA","NA","NA"
"Bathymaster caeruleofasciatus",8917,"NA","NA","NA","NA","NA","NA"
"Bathymaster leurolepis",8918,"NA","NA","NA","NA","NA","NA"
"Bathymaster signatus",8919,"NA","NA","NA","NA","NA","NA"
"Bathymaster cf. B. caeruleofasciatus",8920,"NA","NA","NA","NA","NA","NA"
"Bathymaster cf. B. leurolepis",8921,"NA","NA","NA","NA","NA","NA"
"Bathymaster cf. B. signatus",8922,"NA","NA","NA","NA","NA","NA"
"Ronquilus",8923,"NA","NA","NA","NA","NA","NA"
"Ronquilus jordani",8924,"NA","NA","NA","NA","NA","NA"
"Zoarcidae",8925,"NA","NA","NA","NA","NA","NA"
"Bothrocara",8926,"NA","NA","NA","NA","NA","NA"
"Bothrocara sp.",8927,"NA","NA","NA","NA","NA","NA"
"Derepodichthys",8928,"NA","NA","NA","NA","NA","NA"
"Derepodichthys alepidotus",8929,"NA","NA","NA","NA","NA","NA"
"Gymnelus",8930,"NA","NA","NA","NA","NA","NA"
"Gymnelus sp.",8931,"NA","NA","NA","NA","NA","NA"
"Lycenchelys",8932,"NA","NA","NA","NA","NA","NA"
"Lycenchelys sp.",8933,"NA","NA","NA","NA","NA","NA"
"Lycodapus",8934,"NA","NA","NA","NA","NA","NA"
"Lycodapus sp.",8935,"NA","NA","NA","NA","NA","NA"
"Lycodes",8936,"NA","NA","NA","NA","NA","NA"
"Lycodes sp.",8937,"NA","NA","NA","NA","NA","NA"
"Melanostigma",8938,"NA","NA","NA","NA","NA","NA"
"Melanostigma pammelas",8939,"NA","NA","NA","NA","NA","NA"
"Anarhichadidae",8940,"NA","NA","NA","NA","NA","NA"
"Anarhichas",8941,"NA","NA","NA","NA","NA","NA"
"Anarhichas sp.",8942,"NA","NA","NA","NA","NA","NA"
"Anarhichas denticulatus",8943,"NA","NA","NA","NA","NA","NA"
"Anarhichas orientalis",8944,"NA","NA","NA","NA","NA","NA"
"Anarhichas cf. A. denticulatus",8945,"NA","NA","NA","NA","NA","NA"
"Anarhichas cf. A. orientalis",8946,"NA","NA","NA","NA","NA","NA"
"Anarrhichthys",8947,"NA","NA","NA","NA","NA","NA"
"Anarrhichthys ocellatus",8948,"NA","NA","NA","NA","NA","NA"
"Zaproridae",8949,"NA","NA","NA","NA","NA","NA"
"Zaprora",8950,"NA","NA","NA","NA","NA","NA"
"Zaprora silenus",8951,"NA","NA","NA","NA","NA","NA"
"Trichodontidae",8952,"NA","NA","NA","NA","NA","NA"
"Trichodon",8953,"NA","NA","NA","NA","NA","NA"
"Trichodon trichodon",8954,"NA","NA","NA","NA","NA","NA"
"Ammodytidae",8955,"NA","NA","NA","NA","NA","NA"
"Ammodytes",8956,"NA","NA","NA","NA","NA","NA"
"Ammodytes hexapterus",8957,"NA","NA","NA","NA","NA","NA"
"Icosteidae",8958,"NA","NA","NA","NA","NA","NA"
"Icosteus",8959,"NA","NA","NA","NA","NA","NA"
"Icosteus aenigmaticus",8960,"NA","NA","NA","NA","NA","NA"
"Sphyraenidae",8961,"NA","NA","NA","NA","NA","NA"
"Sphyraena",8962,"NA","NA","NA","NA","NA","NA"
"Sphyraena argentea",8963,"NA","NA","NA","NA","NA","NA"
"Trichiuridae",8964,"NA","NA","NA","NA","NA","NA"
"Aphanopus",8965,"NA","NA","NA","NA","NA","NA"
"Aphanopus intermedius",8966,"NA","NA","NA","NA","NA","NA"
"Benthodesmus",8967,"NA","NA","NA","NA","NA","NA"
"Benthodesmus pacificus",8968,"NA","NA","NA","NA","NA","NA"
"Trichiurus",8969,"NA","NA","NA","NA","NA","NA"
"Trichiurus nitens",8970,"NA","NA","NA","NA","NA","NA"
"Scombridae",8971,"NA","NA","NA","NA","NA","NA"
"Acanthocybium",8972,"NA","NA","NA","NA","NA","NA"
"Acanthocybium solandri",8973,"NA","NA","NA","NA","NA","NA"
"Auxis",8974,"NA","NA","NA","NA","NA","NA"
"Auxis rochei",8975,"NA","NA","NA","NA","NA","NA"
"Katsuwonus",8976,"NA","NA","NA","NA","NA","NA"
"Katsuwonus pelamis",8977,"NA","NA","NA","NA","NA","NA"
"Sarda",8978,"NA","NA","NA","NA","NA","NA"
"Sarda chiliensis",8979,"NA","NA","NA","NA","NA","NA"
"Scomber",8980,"NA","NA","NA","NA","NA","NA"
"Scomber japonicus",8981,"NA","NA","NA","NA","NA","NA"
"Thunnus",8982,"NA","NA","NA","NA","NA","NA"
"Thunnus sp.",8983,"NA","NA","NA","NA","NA","NA"
"Thunnus alalunga",8984,"NA","NA","NA","NA","NA","NA"
"Thunnus albacares",8985,"NA","NA","NA","NA","NA","NA"
"Thunnus obesus",8986,"NA","NA","NA","NA","NA","NA"
"Thunnus orientalis",8987,"NA","NA","NA","NA","NA","NA"
"Thunnus cf. T. alalunga",8988,"NA","NA","NA","NA","NA","NA"
"Thunnus cf. T. albacares",8989,"NA","NA","NA","NA","NA","NA"
"Thunnus cf. T. obesus",8990,"NA","NA","NA","NA","NA","NA"
"Thunnus cf. T. orientalis",8991,"NA","NA","NA","NA","NA","NA"
"Stromateidae",8992,"NA","NA","NA","NA","NA","NA"
"Peprilus",8993,"NA","NA","NA","NA","NA","NA"
"Peprilus simillimus",8994,"NA","NA","NA","NA","NA","NA"
"Pleuronectiformes",8995,"NA","NA","NA","NA","NA","NA"
"Paralichthyidae",8996,"NA","NA","NA","NA","NA","NA"
"Citharichthys",8997,"NA","NA","NA","NA","NA","NA"
"Citharichthys sp.",8998,"NA","NA","NA","NA","NA","NA"
"Citharichthys sordidus",8999,"NA","NA","NA","NA","NA","NA"
"Citharichthys stigmaeus",9000,"NA","NA","NA","NA","NA","NA"
"Citharichthys cf. C. sordidus",9001,"NA","NA","NA","NA","NA","NA"
"Citharichthys cf. C. stigmaeus",9002,"NA","NA","NA","NA","NA","NA"
"Paralichthys",9003,"NA","NA","NA","NA","NA","NA"
"Paralichthys californicus",9004,"NA","NA","NA","NA","NA","NA"
"Pleuronectidae",9005,"NA","NA","NA","NA","NA","NA"
"Acanthopsetta",9006,"NA","NA","NA","NA","NA","NA"
"Acanthopsetta nadeshnyi",9007,"NA","NA","NA","NA","NA","NA"
"Atheresthes",9008,"NA","NA","NA","NA","NA","NA"
"Atheresthes sp.",9009,"NA","NA","NA","NA","NA","NA"
"Atheresthes evermanni",9010,"NA","NA","NA","NA","NA","NA"
"Atheresthes stomias",9011,"NA","NA","NA","NA","NA","NA"
"Atheresthes cf. A. evermanni",9012,"NA","NA","NA","NA","NA","NA"
"Atheresthes cf. A. stomias",9013,"NA","NA","NA","NA","NA","NA"
"Clidoderma",9014,"NA","NA","NA","NA","NA","NA"
"Clidoderma asperrimum",9015,"NA","NA","NA","NA","NA","NA"
"Embassichthys",9016,"NA","NA","NA","NA","NA","NA"
"Embassichthys bathybius",9017,"NA","NA","NA","NA","NA","NA"
"Eopsetta",9018,"NA","NA","NA","NA","NA","NA"
"Eopsetta jordani",9019,"NA","NA","NA","NA","NA","NA"
"Glyptocephalus",9020,"NA","NA","NA","NA","NA","NA"
"Glyptocephalus sp.",9021,"NA","NA","NA","NA","NA","NA"
"Glyptocephalus stelleri",9022,"NA","NA","NA","NA","NA","NA"
"Glyptocephalus zachirus",9023,"NA","NA","NA","NA","NA","NA"
"Glyptocephalus cf. G. stelleri",9024,"NA","NA","NA","NA","NA","NA"
"Glyptocephalus cf. G. zachirus",9025,"NA","NA","NA","NA","NA","NA"
"Hippoglossoides",9026,"NA","NA","NA","NA","NA","NA"
"Hippoglossoides sp.",9027,"NA","NA","NA","NA","NA","NA"
"Hippoglossoides elassodon",9028,"NA","NA","NA","NA","NA","NA"
"Hippoglossoides robustus",9029,"NA","NA","NA","NA","NA","NA"
"Hippoglossoides cf. H. elassodon",9030,"NA","NA","NA","NA","NA","NA"
"Hippoglossoides cf. H. robustus",9031,"NA","NA","NA","NA","NA","NA"
"Hippoglossus",9032,"NA","NA","NA","NA","NA","NA"
"Hippoglossus stenolepis",9033,"NA","NA","NA","NA","NA","NA"
"Isopsetta",9034,"NA","NA","NA","NA","NA","NA"
"Isopsetta isolepis",9035,"NA","NA","NA","NA","NA","NA"
"Lepidopsetta",9036,"NA","NA","NA","NA","NA","NA"
"Lepidopsetta sp.",9037,"NA","NA","NA","NA","NA","NA"
"Lepidopsetta bilineata",9038,"NA","NA","NA","NA","NA","NA"
"Lepidopsetta polyxystra",9039,"NA","NA","NA","NA","NA","NA"
"Lepidopsetta cf. L. bilineata",9040,"NA","NA","NA","NA","NA","NA"
"Lepidopsetta cf. L. polyxystra",9041,"NA","NA","NA","NA","NA","NA"
"Limanda",9042,"NA","NA","NA","NA","NA","NA"
"Limanda sp.",9043,"NA","NA","NA","NA","NA","NA"
"Limanda aspera",9044,"NA","NA","NA","NA","NA","NA"
"Limanda proboscidea",9045,"NA","NA","NA","NA","NA","NA"
"Limanda sakhalinensis",9046,"NA","NA","NA","NA","NA","NA"
"Limanda cf. L. aspera",9047,"NA","NA","NA","NA","NA","NA"
"Limanda cf. L. proboscidea",9048,"NA","NA","NA","NA","NA","NA"
"Limanda cf. L. sakhalinensis",9049,"NA","NA","NA","NA","NA","NA"
"Pleuronectes",9050,"NA","NA","NA","NA","NA","NA"
"Pleuronectes sakhalinensis",9051,"NA","NA","NA","NA","NA","NA"
"Lyopsetta",9052,"NA","NA","NA","NA","NA","NA"
"Lyopsetta exilis",9053,"NA","NA","NA","NA","NA","NA"
"Microstomus",9054,"NA","NA","NA","NA","NA","NA"
"Microstomus pacificus",9055,"NA","NA","NA","NA","NA","NA"
"Parophrys",9056,"NA","NA","NA","NA","NA","NA"
"Parophrys vetulus",9057,"NA","NA","NA","NA","NA","NA"
"Platichthys",9058,"NA","NA","NA","NA","NA","NA"
"Platichthys stellatus",9059,"NA","NA","NA","NA","NA","NA"
"Pleuronichthys",9060,"NA","NA","NA","NA","NA","NA"
"Pleuronichthys sp.",9061,"NA","NA","NA","NA","NA","NA"
"Pleuronichthys coenosus",9062,"NA","NA","NA","NA","NA","NA"
"Pleuronichthys decurrens",9063,"NA","NA","NA","NA","NA","NA"
"Pleuronichthys cf. P. coenosus",9064,"NA","NA","NA","NA","NA","NA"
"Pleuronichthys cf. P. decurrens",9065,"NA","NA","NA","NA","NA","NA"
"Liopsetta glacialis",9066,"NA","NA","NA","NA","NA","NA"
"Pleuronectes sp.",9067,"NA","NA","NA","NA","NA","NA"
"Pleuronectes glacialis",9068,"NA","NA","NA","NA","NA","NA"
"Pleuronectes quadrituberculatus",9069,"NA","NA","NA","NA","NA","NA"
"Pleuronectes cf. P. glacialis",9070,"NA","NA","NA","NA","NA","NA"
"Pleuronectes cf. P. quadrituberculatus",9071,"NA","NA","NA","NA","NA","NA"
"Psettichthys",9072,"NA","NA","NA","NA","NA","NA"
"Psettichthys melanostictus",9073,"NA","NA","NA","NA","NA","NA"
"Reinhardtius",9074,"NA","NA","NA","NA","NA","NA"
"Reinhardtius hippoglossoides",9075,"NA","NA","NA","NA","NA","NA"
"Tetraodontiformes",9076,"NA","NA","NA","NA","NA","NA"
"Molidae",9077,"NA","NA","NA","NA","NA","NA"
"Mola",9078,"NA","NA","NA","NA","NA","NA"
"Mola mola",9079,"NA","NA","NA","NA","NA","NA"
"Osmeriformes",9080,"NA","NA","NA","NA","NA","NA"
"Liopsetta cf. P. glacialis",9081,"NA","NA","NA","NA","NA","NA"
"Bataceae",9082,"NA","NA","NA","NA","NA","NA"
"Callipeltis",9083,"NA","NA","RUBIACEAE","RUBIACEAE","NA","NA"
"Ceratophyllaceae",9084,"NA","NA","NA","NA","NA","NA"
"Plantae",9095,"NA","NA","NA","NA","NA","NA"
"Lamiales",9096,"NA","NA","NA","NA","NA","NA"
"Sapindales",9097,"NA","NA","NA","NA","NA","NA"
"Magnoliales",9098,"NA","NA","MAGNOLIACE","MAGNOLIACE","NA","NA"
"Apiales",9099,"NA","NA","NA","NA","NA","NA"
"Gentianales ",9100,"NA","NA","NA","NA","NA","NA"
"Aquifoliales",9101,"NA","NA","NA","NA","NA","NA"
"Arecales",9102,"NA","NA","ARECACEAE","ARECACEAE","NA","NA"
"Piperales",9103,"NA","NA","NA","NA","NA","NA"
"Asterales",9104,"NA","NA","ASTERX","NA","NA","NA"
"Brassicales",9105,"NA","NA","NA","NA","NA","NA"
"Cucurbitales",9106,"NA","NA","NA","NA","NA","NA"
"Ranunculales",9107,"NA","NA","RANUNCUL","RANUNCUL","NA","NA"
"Poales",9108,"NA","NA","NA","NA","NA","NA"
"Buxales",9109,"NA","NA","NA","NA","NA","NA"
"Nymphaeales",9110,"NA","NA","NA","NA","NA","NA"
"Laurales",9111,"NA","NA","NA","NA","NA","NA"
"Dipsacales",9112,"NA","NA","NA","NA","NA","NA"
"Malpighiales",9113,"NA","NA","NA","NA","NA","NA"
"Celastrales",9114,"NA","NA","NA","NA","NA","NA"
"Cannabaceae",9115,"NA","NA","URTICACX","URTICACX","NA","NA"
"Rosales",9116,"NA","NA","NA","NA","NA","NA"
"Myrtales",9117,"NA","NA","NA","NA","NA","NA"
"Commelinales",9118,"NA","NA","NA","NA","NA","NA"
"Oxalidales",9119,"NA","NA","NA","NA","NA","NA"
"Solanales",9120,"NA","NA","NA","NA","NA","NA"
"Cornales",9121,"NA","NA","NA","NA","NA","NA"
"Saxifragales",9122,"NA","NA","NA","NA","NA","NA"
"Dilleniales",9123,"NA","NA","NA","NA","NA","NA"
"Chamaedaphne",9124,"NA","Ericaceae","ERIVACCI","ERICACEX","NA","NA"
"Ericaceae subf. Vaccinioideae",9125,"NA","Ericaceae","ERIVACCI","ERICACEX","NA","NA"
"Ericaceae subf. Arbutoideae",9126,"NA","Ericaceae","ERICACEX","ERICACEX","NA","NA"
"Ericaceae subf. Styphelioideae",9127,"NA","Ericaceae","ERICACEX","ERICACEX","NA","NA"
"Micranthes",9128,"NA","NA","NA","NA","NA","NA"
"Fagales",9129,"NA","NA","NA","NA","NA","NA"
"Gunnerales",9130,"NA","NA","NA","NA","NA","NA"
"Stemonuraceae",9131,"NA","NA","NA","NA","NA","NA"
"Austrobaileyales",9132,"NA","NA","NA","NA","NA","NA"
"Malvales",9133,"NA","NA","NA","NA","NA","NA"
"Geraniales",9134,"NA","NA","NA","NA","NA","NA"
"Santalales",9135,"NA","NA","NA","NA","NA","NA"
"Pandanales",9136,"NA","NA","NA","NA","NA","NA"
"Proteales",9137,"NA","NA","NA","NA","NA","NA"
"Sabiales",9138,"NA","NA","NA","NA","NA","NA"
"Crossosomatales",9139,"NA","NA","NA","NA","NA","NA"
"Vitales",9140,"NA","NA","NA","NA","NA","NA"
"Canellales",9141,"NA","NA","NA","NA","NA","NA"
"Zygophyllales",9142,"NA","NA","NA","NA","NA","NA"
"Ceratophyllales",9143,"NA","NA","NA","NA","NA","NA"
"Chloranthales",9144,"NA","NA","NA","NA","NA","NA"
